id_registro,fecha_movimiento,personal_rol,personal_especialidad,area_nombre,cama_serie,cama_tipo,cama_tiene_sabana,cama_esta_ocupada
REG-100563,2026-05-01 13:28:25,FINANZAS,Costos e Insumos,Area Administrativa,CAM-700,camilla,SÍ,Desocupada
REG-100564,2026-05-01 13:29:00,MEDICO,Urgenciologo,atencion prioritaria,CAM-560,camilla,Si,SI
REG-100565,2026-05-01 13:29:35,FINANZAS,contabilidad,SALA DE OPERACIONES,CAM-852,Camilla de Transporte,,SI
REG-100566,2026-05-01 13:30:10,FINANZAS,Contabilidad,Pasillo Urgencias,CAM-561,camilla,,Ocupada
REG-100567,2026-05-01 13:30:45,MEDICO,Urgenciologo,Pasillo Urgencias,CAM-393,camilla,SI,Desocupada
REG-100568,2026-05-01 13:31:20,FINANZAS,Contabilidad,Uci Pediatria,CAM-942,,Si,Desocupada
REG-100569,2026-05-01 13:31:55,MEDICO,Anestesiologo,Area Administrativa,CAM-430,Hospitalaria Estandar,no,Ocupada
REG-100570,2026-05-01 13:32:30,FINANZAS,Contabilidad,UCI Adultos,CAM-168,Cama UCI Electrica,Si,Desocupada
REG-100571,2026-05-01 13:33:05,ADMINISTRATIVO,Facturacion,Piso 3 - Hospitalizacion,CAM-966,Hospitalaria Estandar,SI,NO
REG-100572,2026-05-01 13:33:40,MEDICO,Pediatra,UCI Adultos,CAM-336,camilla,SI,SI
REG-100573,2026-05-01 13:34:15,FINANZAS,contabilidad,Uci Pediatria,CAM-864,Cuna Pediatrica,SÍ,Ocupada
REG-100574,2026-05-01 13:34:50,FINANZAS,Contabilidad,Urgencias,CAM-568,Cama UCI Electrica,NO,Ocupada
REG-100575,2026-05-01 13:35:25,ADMINISTRATIVO,facturacion,Finanzas,CAM-926,Cuna Pediatrica,SI,Desocupada
REG-100576,2026-05-01 13:36:00,FINANZAS,Tesoreria,Area Administrativa,CAM-980,Cama UCI Electrica,,NO
REG-100577,2026-05-01 13:36:35,ADMINISTRATIVO,Auditoria Medica,Piso 3 - Hospitalizacion,CAM-624,Hospitalaria Estandar,SÍ,NO
REG-100578,2026-05-01 13:37:10,ADMINISTRATIVO,Admitido,sala de operaciones,CAM-444,Camilla de Transporte,SI,NO
REG-100579,2026-05-01 13:37:45,FINANZAS,Costos e Insumos,Piso 3 - Hospitalizacion,CAM-440,Hospitalaria Estandar,Si,NO
REG-100580,2026-05-01 13:38:20,FINANZAS,contabilidad,Uci Pediatria,CAM-724,Cama UCI Electrica,,NO
REG-100581,2026-05-01 13:38:55,FINANZAS,Contabilidad,Finanzas,CAM-171,Hospitalaria Estandar,SI,Ocupada
REG-100582,2026-05-01 13:39:30,MEDICO,Pediatra,Urgencias,CAM-692,camilla,no,Ocupada
REG-100583,2026-05-01 13:40:05,FINANZAS,Costos e Insumos,SALA DE OPERACIONES,CAM-989,Cama UCI Electrica,Si,SI
REG-100584,2026-05-01 13:40:40,ADMINISTRATIVO,Admitido,Uci Pediatria,CAM-702,Camilla de Transporte,SÍ,Ocupada
REG-100585,2026-05-01 13:41:15,MEDICO,urgenciologo,atencion prioritaria,CAM-521,Hospitalaria Estandar,Si,SI
REG-100586,2026-05-01 13:41:50,FINANZAS,Contabilidad,Piso 3 - Hospitalizacion,CAM-254,Camilla de Transporte,NO,SI
REG-100587,2026-05-01 13:42:25,FINANZAS,Anestesiologo,SALA DE OPERACIONES,CAM-261,camilla,Si,Ocupada
REG-100588,2026-05-01 13:43:00,FINANZAS,Tesoreria,Uci Pediatria,CAM-787,Camilla de Transporte,SÍ,SI
REG-100589,2026-05-01 13:43:35,ADMINISTRATIVO,Admitido,Area Administrativa,CAM-722,camilla,SI,NO
REG-100590,2026-05-01 13:44:10,FINANZAS,contabilidad,URGENCIAS,CAM-922,camilla,no,SI
REG-100591,2026-05-01 13:44:45,ADMINISTRATIVO,facturacion,Area Administrativa,CAM-109,Camilla de Transporte,SÍ,SI
REG-100592,2026-05-01 13:45:20,ADMINISTRATIVO,Admitido,UCI Adultos,CAM-476,Camilla de Transporte,NO,Desocupada
REG-100593,2026-05-01 13:45:55,MEDICO,CIRUJANO,Area Administrativa,CAM-865,camilla,SI,NO
REG-100594,2026-05-01 13:46:30,ADMINISTRATIVO,Auditoria Medica,sala de operaciones,CAM-180,Cama UCI Electrica,Si,SI
REG-100595,2026-05-01 13:47:05,FINANZAS,Tesoreria,Area Administrativa,CAM-134,Cama UCI Electrica,SÍ,Ocupada
REG-100596,2026-05-01 13:47:40,MEDICO,urgenciologo,SALA DE OPERACIONES,,camilla,,Desocupada
REG-100597,2026-05-01 13:48:15,ADMINISTRATIVO,Auditoria Medica,URGENCIAS,CAM-427,Cama UCI Electrica,SI,Desocupada
REG-100598,2026-05-01 13:48:50,FINANZAS,Tesoreria,sala de operaciones,CAM-961,camilla,NO,SI
REG-100599,2026-05-01 13:49:25,FINANZAS,Costos e Insumos,Uci Pediatria,CAM-294,Camilla de Transporte,Si,SI
REG-100600,2026-05-01 13:50:00,MEDICO,Urgenciologo,SALA DE OPERACIONES,CAM-289,Cuna Pediatrica,SI,Desocupada
REG-100601,2026-05-01 13:50:35,ADMINISTRATIVO,Talento Humano,Atencion Prioritaria,CAM-732,camilla,NO,Desocupada
REG-100602,2026-05-01 13:51:10,MEDICO,Pediatra,atencion prioritaria,CAM-486,Hospitalaria Estandar,no,Ocupada
REG-100603,2026-05-01 13:51:45,ADMINISTRATIVO,Facturacion,Area Administrativa,CAM-399,,no,Desocupada
REG-100604,2026-05-01 13:52:20,FINANZAS,Contabilidad,sala de operaciones,CAM-584,camilla,SÍ,SI
REG-100605,2026-05-01 13:52:55,FINANZAS,Costos e Insumos,sala de operaciones,CAM-560,Cuna Pediatrica,SÍ,Ocupada
REG-100606,2026-05-01 13:53:30,MEDICO,Anestesiologo,Urgencias,CAM-395,Cuna Pediatrica,,NO
REG-100607,2026-05-01 13:54:05,MEDICO,Cirujano General,Urgencias,CAM-898,camilla,Si,NO
REG-100608,2026-05-01 13:54:40,ADMINISTRATIVO,Auditoria Medica,SALA DE OPERACIONES,CAM-592,Cama UCI Electrica,SÍ,NO
REG-100609,2026-05-01 13:55:15,FINANZAS,Contabilidad,Finanzas,CAM-753,Cama UCI Electrica,NO,SI
REG-100610,2026-05-01 13:55:50,ADMINISTRATIVO,Auditoria Medica,UCI Adultos,CAM-843,Cuna Pediatrica,SI,SI
REG-100611,2026-05-01 13:56:25,MEDICO,CIRUJANO,Uci Pediatria,CAM-912,Hospitalaria Estandar,Si,Desocupada
REG-100612,2026-05-01 13:57:00,MEDICO,Urgenciologo,Uci Pediatria,CAM-937,Cuna Pediatrica,SI,Desocupada
REG-100613,2026-05-01 13:57:35,ADMINISTRATIVO,Admitido,Area Administrativa,CAM-375,Camilla de Transporte,SI,SI
REG-100614,2026-05-01 13:58:10,ADMINISTRATIVO,Facturacion,SALA DE OPERACIONES,CAM-618,camilla,,Ocupada
REG-100615,2026-05-01 13:58:45,FINANZAS,contabilidad,SALA DE OPERACIONES,CAM-665,camilla,Si,NO
REG-100616,2026-05-01 13:59:20,ADMINISTRATIVO,facturacion,Pasillo Urgencias,CAM-669,Hospitalaria Estandar,NO,SI
REG-100617,2026-05-01 13:59:55,FINANZAS,Costos e Insumos,Area Administrativa,CAM-245,Camilla de Transporte,no,SI
REG-100618,2026-05-01 14:00:30,FINANZAS,CIRUJANO,SALA DE OPERACIONES,CAM-416,camilla,SI,NO
REG-100619,2026-05-01 14:01:05,ADMINISTRATIVO,Admitido,Piso 3 - Hospitalizacion,CAM-493,Hospitalaria Estandar,SI,NO
REG-100620,2026-05-01 14:01:40,FINANZAS,Costos e Insumos,UCI Adultos,CAM-528,camilla,,Desocupada
REG-100621,2026-05-01 14:02:15,FINANZAS,Tesoreria,Pasillo Urgencias,CAM-888,,SI,NO
REG-100622,2026-05-01 14:02:50,ADMINISTRATIVO,Facturacion,Pasillo Urgencias,CAM-584,Camilla de Transporte,SÍ,Desocupada
REG-100623,2026-05-01 14:03:25,ADMINISTRATIVO,Facturacion,Pasillo Urgencias,CAM-849,Hospitalaria Estandar,SÍ,NO
REG-100624,2026-05-01 14:04:00,ADMINISTRATIVO,Talento Humano,Atencion Prioritaria,CAM-538,camilla,no,Desocupada
REG-100625,2026-05-01 14:04:35,MEDICO,Cirujano General,Atencion Prioritaria,CAM-475,Camilla de Transporte,SI,NO
REG-100626,2026-05-01 14:05:10,MEDICO,urgenciologo,Finanzas,CAM-284,camilla,SÍ,NO
REG-100627,2026-05-01 14:05:45,ADMINISTRATIVO,facturacion,SALA DE OPERACIONES,CAM-760,Cama UCI Electrica,SÍ,SI
REG-100628,2026-05-01 14:06:20,MEDICO,Pediatra,atencion prioritaria,CAM-779,Cuna Pediatrica,SI,SI
REG-100629,2026-05-01 14:06:55,FINANZAS,Costos e Insumos,Finanzas,CAM-551,Cama UCI Electrica,no,SI
REG-100630,2026-05-01 14:07:30,ADMINISTRATIVO,Talento Humano,UCI Adultos,CAM-691,Hospitalaria Estandar,no,SI
REG-100631,2026-05-01 14:08:05,ADMINISTRATIVO,Facturacion,Uci Pediatria,,Camilla de Transporte,NO,NO
REG-100632,2026-05-01 14:08:40,MEDICO,CIRUJANO,Finanzas,CAM-982,Cuna Pediatrica,Si,NO
REG-100633,2026-05-01 14:09:15,FINANZAS,Tesoreria,sala de operaciones,CAM-621,Cuna Pediatrica,,SI
REG-100634,2026-05-01 14:09:50,ADMINISTRATIVO,Talento Humano,Pasillo Urgencias,CAM-867,camilla,no,NO
REG-100635,2026-05-01 14:10:25,MEDICO,urgenciologo,SALA DE OPERACIONES,CAM-201,Cuna Pediatrica,no,NO
REG-100636,2026-05-01 14:11:00,ADMINISTRATIVO,facturacion,Uci Pediatria,CAM-288,Cuna Pediatrica,,SI
REG-100637,2026-05-01 14:11:35,MEDICO,urgenciologo,UCI Adultos,CAM-651,Cuna Pediatrica,,Ocupada
REG-100638,2026-05-01 14:12:10,ADMINISTRATIVO,Auditoria Medica,Piso 3 - Hospitalizacion,CAM-117,Cama UCI Electrica,no,NO
REG-100639,2026-05-01 14:12:45,ADMINISTRATIVO,Talento Humano,Piso 3 - Hospitalizacion,CAM-907,Hospitalaria Estandar,SI,Ocupada
REG-100640,2026-05-01 14:13:20,ADMINISTRATIVO,Facturacion,atencion prioritaria,CAM-775,Hospitalaria Estandar,SI,SI
REG-100641,2026-05-01 14:13:55,FINANZAS,Contabilidad,Piso 3 - Hospitalizacion,CAM-432,Cuna Pediatrica,Si,Ocupada
REG-100642,2026-05-01 14:14:30,FINANZAS,Costos e Insumos,Atencion Prioritaria,CAM-231,Camilla de Transporte,SI,NO
REG-100643,2026-05-01 14:15:05,ADMINISTRATIVO,Talento Humano,Atencion Prioritaria,CAM-839,Camilla de Transporte,,Desocupada
REG-100644,2026-05-01 14:15:40,MEDICO,Pediatra,Piso 3 - Hospitalizacion,CAM-283,Cuna Pediatrica,Si,NO
REG-100645,2026-05-01 14:16:15,ADMINISTRATIVO,Talento Humano,Area Administrativa,CAM-705,,no,Desocupada
REG-100646,2026-05-01 14:16:50,MEDICO,,Finanzas,CAM-466,Cama UCI Electrica,SÍ,Desocupada
REG-100647,2026-05-01 14:17:25,FINANZAS,contabilidad,Pasillo Urgencias,CAM-790,Cama UCI Electrica,SI,NO
REG-100648,2026-05-01 14:18:00,ADMINISTRATIVO,Auditoria Medica,Pasillo Urgencias,,Cuna Pediatrica,NO,NO
REG-100649,2026-05-01 14:18:35,FINANZAS,Tesoreria,URGENCIAS,CAM-696,Camilla de Transporte,NO,Ocupada
REG-100650,2026-05-01 14:19:10,MEDICO,Anestesiologo,Atencion Prioritaria,CAM-740,Cuna Pediatrica,no,SI
REG-100651,2026-05-01 14:19:45,MEDICO,CIRUJANO,Uci Pediatria,CAM-747,Cuna Pediatrica,SI,Desocupada
REG-100652,2026-05-01 14:20:20,MEDICO,CIRUJANO,UCI Adultos,CAM-544,Cama UCI Electrica,Si,Desocupada
REG-100653,2026-05-01 14:20:55,FINANZAS,Contabilidad,Urgencias,CAM-244,Cama UCI Electrica,SÍ,Desocupada
REG-100654,2026-05-01 14:21:30,FINANZAS,CIRUJANO,SALA DE OPERACIONES,CAM-797,Camilla de Transporte,Si,Ocupada
REG-100655,2026-05-01 14:22:05,FINANZAS,Tesoreria,URGENCIAS,CAM-118,camilla,,NO
REG-100656,2026-05-01 14:22:40,MEDICO,Urgenciologo,Piso 3 - Hospitalizacion,CAM-969,Camilla de Transporte,no,Desocupada
REG-100657,2026-05-01 14:23:15,ADMINISTRATIVO,facturacion,Uci Pediatria,CAM-825,Cama UCI Electrica,Si,SI
REG-100658,2026-05-01 14:23:50,MEDICO,Pediatra,UCI Adultos,CAM-807,Cama UCI Electrica,SI,Ocupada
REG-100659,2026-05-01 14:24:25,FINANZAS,Contabilidad,sala de operaciones,CAM-112,Hospitalaria Estandar,NO,Desocupada
REG-100660,2026-05-01 14:25:00,FINANZAS,Costos e Insumos,Uci Pediatria,CAM-564,camilla,SÍ,SI
REG-100661,2026-05-01 14:25:35,ADMINISTRATIVO,Auditoria Medica,atencion prioritaria,CAM-158,Cuna Pediatrica,SI,NO
REG-100662,2026-05-01 14:26:10,ADMINISTRATIVO,facturacion,Piso 3 - Hospitalizacion,CAM-423,Cuna Pediatrica,,SI
REG-100663,2026-05-01 14:26:45,ADMINISTRATIVO,Admitido,Urgencias,CAM-587,,NO,Desocupada
REG-100664,2026-05-01 14:27:20,MEDICO,Pediatra,SALA DE OPERACIONES,CAM-753,camilla,no,Ocupada
REG-100665,2026-05-01 14:27:55,MEDICO,Pediatra,Atencion Prioritaria,CAM-278,Cuna Pediatrica,SÍ,Desocupada
REG-100666,2026-05-01 14:28:30,MEDICO,Anestesiologo,Pasillo Urgencias,CAM-829,Hospitalaria Estandar,,SI
REG-100667,2026-05-01 14:29:05,FINANZAS,Contabilidad,Piso 3 - Hospitalizacion,CAM-395,Hospitalaria Estandar,,Desocupada
REG-100668,2026-05-01 14:29:40,ADMINISTRATIVO,Admitido,atencion prioritaria,CAM-882,Camilla de Transporte,,Desocupada
REG-100669,2026-05-01 14:30:15,FINANZAS,Costos e Insumos,SALA DE OPERACIONES,CAM-906,Cuna Pediatrica,NO,SI
REG-100670,2026-05-01 14:30:50,ADMINISTRATIVO,Auditoria Medica,Urgencias,,Hospitalaria Estandar,SI,NO
REG-100671,2026-05-01 14:31:25,MEDICO,Cirujano General,sala de operaciones,CAM-974,Cuna Pediatrica,,SI
REG-100672,2026-05-01 14:32:00,MEDICO,,Urgencias,CAM-997,Camilla de Transporte,Si,NO
REG-100673,2026-05-01 14:32:35,ADMINISTRATIVO,Admitido,SALA DE OPERACIONES,CAM-777,Cuna Pediatrica,Si,NO
REG-100674,2026-05-01 14:33:10,FINANZAS,Contabilidad,URGENCIAS,CAM-157,Cuna Pediatrica,no,Desocupada
REG-100675,2026-05-01 14:33:45,MEDICO,Urgenciologo,SALA DE OPERACIONES,CAM-256,Camilla de Transporte,no,NO
REG-100676,2026-05-01 14:34:20,ADMINISTRATIVO,Admitido,URGENCIAS,CAM-847,Hospitalaria Estandar,,Desocupada
REG-100677,2026-05-01 14:34:55,ADMINISTRATIVO,Admitido,sala de operaciones,CAM-411,Camilla de Transporte,,NO
REG-100678,2026-05-01 14:35:30,MEDICO,Anestesiologo,Uci Pediatria,CAM-149,camilla,,NO
REG-100679,2026-05-01 14:36:05,FINANZAS,contabilidad,Uci Pediatria,CAM-908,Camilla de Transporte,,NO
REG-100680,2026-05-01 14:36:40,ADMINISTRATIVO,Admitido,Pasillo Urgencias,CAM-811,Camilla de Transporte,,NO
REG-100681,2026-05-01 14:37:15,MEDICO,urgenciologo,atencion prioritaria,CAM-620,Hospitalaria Estandar,SI,Desocupada
REG-100682,2026-05-01 14:37:50,MEDICO,CIRUJANO,Pasillo Urgencias,CAM-376,Hospitalaria Estandar,Si,SI
REG-100683,2026-05-01 14:38:25,FINANZAS,Tesoreria,sala de operaciones,CAM-638,Camilla de Transporte,Si,NO
REG-100684,2026-05-01 14:39:00,FINANZAS,contabilidad,SALA DE OPERACIONES,CAM-205,Camilla de Transporte,NO,NO
REG-100685,2026-05-01 14:39:35,ADMINISTRATIVO,Facturacion,SALA DE OPERACIONES,CAM-775,Camilla de Transporte,Si,NO
REG-100686,2026-05-01 14:40:10,FINANZAS,Contabilidad,SALA DE OPERACIONES,CAM-667,Hospitalaria Estandar,no,NO
REG-100687,2026-05-01 14:40:45,ADMINISTRATIVO,Facturacion,Piso 3 - Hospitalizacion,CAM-443,Camilla de Transporte,no,SI
REG-100688,2026-05-01 14:41:20,ADMINISTRATIVO,Talento Humano,Atencion Prioritaria,CAM-897,Hospitalaria Estandar,SÍ,Desocupada
REG-100689,2026-05-01 14:41:55,ADMINISTRATIVO,Facturacion,Uci Pediatria,CAM-910,Camilla de Transporte,no,Desocupada
REG-100690,2026-05-01 14:42:30,MEDICO,urgenciologo,Piso 3 - Hospitalizacion,CAM-336,Camilla de Transporte,no,NO
REG-100691,2026-05-01 14:43:05,FINANZAS,contabilidad,sala de operaciones,CAM-632,camilla,Si,NO
REG-100692,2026-05-01 14:43:40,ADMINISTRATIVO,Facturacion,SALA DE OPERACIONES,CAM-327,Cuna Pediatrica,SI,Desocupada
REG-100693,2026-05-01 14:44:15,FINANZAS,Contabilidad,Piso 3 - Hospitalizacion,CAM-286,Camilla de Transporte,SI,SI
REG-100694,2026-05-01 14:44:50,MEDICO,CIRUJANO,Finanzas,CAM-366,,no,Desocupada
REG-100695,2026-05-01 14:45:25,ADMINISTRATIVO,Auditoria Medica,URGENCIAS,CAM-960,camilla,SI,Desocupada
REG-100696,2026-05-01 14:46:00,ADMINISTRATIVO,facturacion,Urgencias,CAM-951,Hospitalaria Estandar,,Desocupada
REG-100697,2026-05-01 14:46:35,ADMINISTRATIVO,Admitido,Atencion Prioritaria,CAM-146,Cama UCI Electrica,Si,Ocupada
REG-100698,2026-05-01 14:47:10,MEDICO,Cirujano General,sala de operaciones,CAM-315,Camilla de Transporte,Si,Ocupada
REG-100699,2026-05-01 14:47:45,MEDICO,Urgenciologo,URGENCIAS,CAM-158,Camilla de Transporte,no,Desocupada
REG-100700,2026-05-01 14:48:20,ADMINISTRATIVO,Facturacion,SALA DE OPERACIONES,CAM-823,Cuna Pediatrica,no,NO
REG-100701,2026-05-01 14:48:55,FINANZAS,contabilidad,SALA DE OPERACIONES,CAM-722,camilla,no,SI
REG-100702,2026-05-01 14:49:30,FINANZAS,Contabilidad,SALA DE OPERACIONES,CAM-126,camilla,SI,NO
REG-100703,2026-05-01 14:50:05,FINANZAS,Costos e Insumos,Pasillo Urgencias,CAM-226,Camilla de Transporte,Si,SI
REG-100704,2026-05-01 14:50:40,FINANZAS,Tesoreria,Pasillo Urgencias,,Cuna Pediatrica,,NO
REG-100705,2026-05-01 14:51:15,ADMINISTRATIVO,facturacion,sala de operaciones,CAM-645,Cuna Pediatrica,NO,NO
REG-100706,2026-05-01 14:51:50,MEDICO,Urgenciologo,Finanzas,CAM-761,Cuna Pediatrica,NO,NO
REG-100707,2026-05-01 14:52:25,FINANZAS,Tesoreria,Urgencias,CAM-585,Camilla de Transporte,no,NO
REG-100708,2026-05-01 14:53:00,MEDICO,CIRUJANO,Urgencias,CAM-597,camilla,SÍ,Ocupada
REG-100709,2026-05-01 14:53:35,MEDICO,Pediatra,sala de operaciones,CAM-865,Hospitalaria Estandar,SÍ,Desocupada
REG-100710,2026-05-01 14:54:10,MEDICO,CIRUJANO,Atencion Prioritaria,CAM-154,Cama UCI Electrica,no,SI
REG-100711,2026-05-01 14:54:45,ADMINISTRATIVO,Auditoria Medica,Area Administrativa,CAM-571,camilla,NO,Desocupada
REG-100712,2026-05-01 14:55:20,MEDICO,Pediatra,sala de operaciones,CAM-280,Cama UCI Electrica,no,NO
REG-100713,2026-05-01 14:55:55,MEDICO,CIRUJANO,Area Administrativa,CAM-825,camilla,SÍ,Ocupada
REG-100714,2026-05-01 14:56:30,ADMINISTRATIVO,Talento Humano,Atencion Prioritaria,CAM-654,Cuna Pediatrica,,Desocupada
REG-100715,2026-05-01 14:57:05,ADMINISTRATIVO,Facturacion,atencion prioritaria,CAM-169,Hospitalaria Estandar,,SI
REG-100716,2026-05-01 14:57:40,ADMINISTRATIVO,facturacion,UCI Adultos,CAM-289,Cuna Pediatrica,SÍ,Desocupada
REG-100717,2026-05-01 14:58:15,ADMINISTRATIVO,facturacion,Finanzas,CAM-456,camilla,,SI
REG-100718,2026-05-01 14:58:50,ADMINISTRATIVO,Admitido,Urgencias,CAM-338,camilla,SI,SI
REG-100719,2026-05-01 14:59:25,FINANZAS,Anestesiologo,SALA DE OPERACIONES,CAM-253,Cama UCI Electrica,SÍ,NO
REG-100720,2026-05-01 15:00:00,MEDICO,Anestesiologo,Uci Pediatria,CAM-701,camilla,SI,SI
REG-100721,2026-05-01 15:00:35,MEDICO,Pediatra,Pasillo Urgencias,CAM-847,Cama UCI Electrica,SI,Desocupada
REG-100722,2026-05-01 15:01:10,ADMINISTRATIVO,facturacion,Uci Pediatria,CAM-943,Cama UCI Electrica,SI,Ocupada
REG-100723,2026-05-01 15:01:45,MEDICO,Urgenciologo,atencion prioritaria,CAM-560,Cama UCI Electrica,SI,NO
REG-100724,2026-05-01 15:02:20,MEDICO,Anestesiologo,Pasillo Urgencias,CAM-769,Cama UCI Electrica,,SI
REG-100725,2026-05-01 15:02:55,ADMINISTRATIVO,facturacion,atencion prioritaria,CAM-226,camilla,SI,Desocupada
REG-100726,2026-05-01 15:03:30,FINANZAS,Costos e Insumos,Finanzas,CAM-978,Hospitalaria Estandar,SÍ,Ocupada
REG-100727,2026-05-01 15:04:05,MEDICO,Anestesiologo,Finanzas,CAM-881,Cama UCI Electrica,SI,Ocupada
REG-100728,2026-05-01 15:04:40,MEDICO,urgenciologo,sala de operaciones,CAM-699,Cama UCI Electrica,SI,Desocupada
REG-100729,2026-05-01 15:05:15,ADMINISTRATIVO,Talento Humano,Piso 3 - Hospitalizacion,CAM-496,camilla,NO,NO
REG-100730,2026-05-01 15:05:50,FINANZAS,Costos e Insumos,Finanzas,CAM-265,Hospitalaria Estandar,,Desocupada
REG-100731,2026-05-01 15:06:25,MEDICO,,Piso 3 - Hospitalizacion,CAM-155,Cuna Pediatrica,SÍ,Desocupada
REG-100732,2026-05-01 15:07:00,MEDICO,Pediatra,Finanzas,CAM-146,camilla,Si,SI
REG-100733,2026-05-01 15:07:35,MEDICO,,UCI Adultos,CAM-381,Hospitalaria Estandar,SI,Ocupada
REG-100734,2026-05-01 15:08:10,ADMINISTRATIVO,,Urgencias,CAM-915,camilla,SÍ,SI
REG-100735,2026-05-01 15:08:45,ADMINISTRATIVO,facturacion,Uci Pediatria,CAM-119,camilla,NO,SI
REG-100736,2026-05-01 15:09:20,MEDICO,Cirujano General,Urgencias,CAM-823,Camilla de Transporte,SÍ,Desocupada
REG-100737,2026-05-01 15:09:55,ADMINISTRATIVO,Admitido,Uci Pediatria,CAM-151,Hospitalaria Estandar,SI,Desocupada
REG-100738,2026-05-01 15:10:30,FINANZAS,contabilidad,Urgencias,CAM-872,Camilla de Transporte,Si,Ocupada
REG-100739,2026-05-01 15:11:05,FINANZAS,Tesoreria,Area Administrativa,CAM-510,Hospitalaria Estandar,SI,Desocupada
REG-100740,2026-05-01 15:11:40,FINANZAS,Costos e Insumos,Area Administrativa,CAM-181,Cuna Pediatrica,Si,Ocupada
REG-100741,2026-05-01 15:12:15,ADMINISTRATIVO,Facturacion,Atencion Prioritaria,CAM-448,Hospitalaria Estandar,Si,Ocupada
REG-100742,2026-05-01 15:12:50,FINANZAS,Tesoreria,sala de operaciones,CAM-771,Hospitalaria Estandar,,Desocupada
REG-100743,2026-05-01 15:13:25,ADMINISTRATIVO,facturacion,UCI Adultos,CAM-801,camilla,NO,Ocupada
REG-100744,2026-05-01 15:14:00,ADMINISTRATIVO,Facturacion,Finanzas,CAM-662,Camilla de Transporte,,SI
REG-100745,2026-05-01 15:14:35,FINANZAS,Auditoria Medica,SALA DE OPERACIONES,CAM-176,Camilla de Transporte,SÍ,Ocupada
REG-100746,2026-05-01 15:15:10,FINANZAS,Costos e Insumos,URGENCIAS,CAM-760,Camilla de Transporte,,SI
REG-100747,2026-05-01 15:15:45,MEDICO,Anestesiologo,UCI Adultos,CAM-247,Hospitalaria Estandar,,Ocupada
REG-100748,2026-05-01 15:16:20,FINANZAS,Tesoreria,SALA DE OPERACIONES,CAM-147,Hospitalaria Estandar,no,Desocupada
REG-100749,2026-05-01 15:16:55,MEDICO,Anestesiologo,Finanzas,CAM-906,Cuna Pediatrica,no,Desocupada
REG-100750,2026-05-01 15:17:30,ADMINISTRATIVO,Facturacion,SALA DE OPERACIONES,CAM-917,Hospitalaria Estandar,SÍ,Desocupada
REG-100751,2026-05-01 15:18:05,MEDICO,urgenciologo,Finanzas,CAM-806,Cuna Pediatrica,SÍ,SI
REG-100752,2026-05-01 15:18:40,MEDICO,Cirujano General,Piso 3 - Hospitalizacion,,Camilla de Transporte,no,SI
REG-100753,2026-05-01 15:19:15,FINANZAS,Costos e Insumos,Urgencias,CAM-623,Hospitalaria Estandar,no,NO
REG-100754,2026-05-01 15:19:50,MEDICO,Anestesiologo,Atencion Prioritaria,CAM-786,Cama UCI Electrica,no,SI
REG-100755,2026-05-01 15:20:25,FINANZAS,contabilidad,UCI Adultos,CAM-609,Cuna Pediatrica,Si,Desocupada
REG-100756,2026-05-01 15:21:00,ADMINISTRATIVO,Talento Humano,Atencion Prioritaria,CAM-485,camilla,SÍ,SI
REG-100757,2026-05-01 15:21:35,MEDICO,Anestesiologo,Uci Pediatria,CAM-910,camilla,Si,NO
REG-100758,2026-05-01 15:22:10,FINANZAS,contabilidad,Piso 3 - Hospitalizacion,CAM-596,Hospitalaria Estandar,Si,SI
REG-100759,2026-05-01 15:22:45,FINANZAS,contabilidad,Uci Pediatria,CAM-175,camilla,SI,Ocupada
REG-100760,2026-05-01 15:23:20,MEDICO,Cirujano General,Urgencias,CAM-802,Camilla de Transporte,NO,Ocupada
REG-100761,2026-05-01 15:23:55,ADMINISTRATIVO,Auditoria Medica,Pasillo Urgencias,,Cuna Pediatrica,SI,Ocupada
REG-100762,2026-05-01 15:24:30,FINANZAS,Admitido,SALA DE OPERACIONES,CAM-229,Hospitalaria Estandar,SÍ,SI
REG-100763,2026-05-01 15:25:05,MEDICO,,atencion prioritaria,CAM-544,Hospitalaria Estandar,no,Desocupada
REG-100764,2026-05-01 15:25:40,FINANZAS,Tesoreria,Atencion Prioritaria,CAM-749,Camilla de Transporte,SI,Desocupada
REG-100765,2026-05-01 15:26:15,FINANZAS,Tesoreria,Finanzas,,Hospitalaria Estandar,Si,Ocupada
REG-100766,2026-05-01 15:26:50,FINANZAS,Tesoreria,sala de operaciones,CAM-804,Cama UCI Electrica,SÍ,Ocupada
REG-100767,2026-05-01 15:27:25,FINANZAS,Tesoreria,sala de operaciones,,Hospitalaria Estandar,,Desocupada
REG-100768,2026-05-01 15:28:00,MEDICO,Urgenciologo,URGENCIAS,CAM-892,,SÍ,NO
REG-100769,2026-05-01 15:28:35,MEDICO,Pediatra,URGENCIAS,CAM-386,Cuna Pediatrica,SI,Desocupada
REG-100770,2026-05-01 15:29:10,MEDICO,Pediatra,atencion prioritaria,CAM-894,Cama UCI Electrica,no,Ocupada
REG-100771,2026-05-01 15:29:45,ADMINISTRATIVO,Auditoria Medica,Finanzas,CAM-931,camilla,Si,NO
REG-100772,2026-05-01 15:30:20,FINANZAS,Costos e Insumos,Urgencias,CAM-190,Camilla de Transporte,NO,Ocupada
REG-100773,2026-05-01 15:30:55,FINANZAS,Tesoreria,URGENCIAS,CAM-642,Hospitalaria Estandar,no,SI
